fecha,local_id,local_nombre,comuna_nombre,localidad_nombre,local_direccion,funcionamiento_hora_apertura,funcionamiento_hora_cierre,local_telefono,local_lat,local_lng,funcionamiento_dia,fk_region,fk_comuna,fk_localidad,turno,funcionamiento_hora_apertura_turno,funcionamiento_hora_cierre_turno,region_nombre
01-05-22,46,Cruz Verde,Quilpue,Quilpue,"Av. Los Carrera Nº 754, Primer Nivel Mall Paseo Quilpué, Local 100-102",09:30:00,20:30:00,+56322913124,-33.0480884691307,-71.4429118882056,domingo,6,70,33,No,,,Valparaíso
01-05-22,51,Ecofarmacias,Quilpue,Quilpue,Portales N° 776,09:00:00,22:00:00,+5641405,-33.0475305612827,-71.4423932657459,domingo,6,70,33,No,,,Valparaíso
01-05-22,55,Salcobrand,Quilpue,Quilpue,Claudio Vicuña N° 790,10:00:00,19:30:00,+56322913769,-33.0465241401074,-71.4426759575431,domingo,6,70,33,No,,,Valparaíso
01-05-22,56,Cruz Verde,Quilpue,Quilpue,"Ramón Freire N° 2414, Local 1028, Belloto",09:00:00,18:00:00,+56332984011,-33.0450095219052,-71.4218638538971,domingo,6,70,33,No,,,Valparaíso
01-05-22,57,Cruz Verde,Quilpue,Quilpue,Av. Claudio Vicuña N° 791,10:00:00,18:30:00,+56322924381,-33.0464004865427,-71.4425440645484,domingo,6,70,33,No,,,Valparaíso
01-05-22,58,Cruz Verde,Quilpue,Quilpue,"Av. Freire N° 471, Villa Hilton Belloto",10:00:00,18:30:00,+56322943523,-33.0464773594431,-71.4042596331478,domingo,6,70,33,No,,,Valparaíso
01-05-22,59,Ahumada,Quilpue,Los Pinos,Las Barrancas 2491 L 3C Y  4D,08:30:00,19:00:00,+5632232740640,-33.0661975068523,-71.4228941507292,domingo,6,70,54,No,,,Valparaíso
01-05-22,61,Economica,Puchuncavi,Puchuncavi,Santiago Torres N° 149 Puchuncavi,09:00:00,19:30:00,+56322791499,-32.7264534554681,-71.4141798241623,domingo,6,67,30,No,,,Valparaíso
01-05-22,63,Cruz Verde,Quintero,Quintero,Cabo Ortiz N° 189,08:30:00,18:30:00,+56322931269,-32.784714476685,-71.5274971892257,domingo,6,71,34,No,,,Valparaíso
01-05-22,65,Economica,Quintero,Quintero,Piloto Alcayaga  N° 1919,10:00:00,19:00:00,+56322932576,-32.7856824763479,-71.526446430538,domingo,6,71,34,No,,,Valparaíso
01-05-22,68,Ahumada,Villa Alemana,Villa Alemana,Av. Valparaiso N° 702,10:00:00,18:00:00,+560026313159,-33.0441804145477,-71.3740159557867,domingo,6,79,40,No,,,Valparaíso
01-05-22,71,Ecofarmacias,Villa Alemana,Villa Alemana,Av.Valparaiso N° 855,09:00:00,22:00:00,+56322541409,-33.0444421989303,-71.3763676925287,domingo,6,79,40,No,,,Valparaíso
01-05-22,72,Ecofarmacias,Villa Alemana,Villa Alemana,Latorre N° 51,09:00:00,20:30:00,+56322959620,-33.0432588449444,-71.3736379119588,domingo,6,79,40,No,,,Valparaíso
01-05-22,73,Salcobrand,Villa Alemana,Villa Alemana,Latorre N° 2 Y 6,10:00:00,18:30:00,+5632224223300anexo5040,-33.0442033292095,-71.3737596169375,domingo,6,79,40,No,,,Valparaíso
01-05-22,76,Salcobrand,Villa Alemana,Villa Alemana,"Av. Valparaíso N° 1982, Local N°7",10:00:00,22:00:00,+56322944340,-33.0452510168172,-71.3906612023864,domingo,6,79,40,No,,,Valparaíso
01-05-22,77,Cruz Verde,Villa Alemana,Villa Alemana,Av. Valparaíso N° 691,10:00:00,18:30:00,+56322533462,-33.044428690768,-71.3742367487894,domingo,6,79,40,No,,,Valparaíso
01-05-22,81,Ahumada,Viña Del Mar,Viña Del Mar Urgencia 2,Av. Libertad N° 335,00:00:00,00:00:00,+560226313145,-33.0189172526154,-71.5510733225955,domingo,6,80,447,No,,,Valparaíso
01-05-22,83,Ahumada,Viña Del Mar,Reñaca,Av.Rafael Sotomayor N°230,10:00:00,19:00:00,+56026313153,-32.9707421611196,-71.5426159694221,domingo,6,80,36,No,,,Valparaíso
01-05-22,85,Ahumada,Viña Del Mar,Plan De Viña,1 Norte N° 2901 L - 4018 (Jumbo),09:00:00,19:00:00,+56026313238,-33.0355737409604,-71.5239136592369,domingo,6,80,28,No,,,Valparaíso
01-05-22,87,Ahumada,Viña Del Mar,Plan De Viña,Quillota N° 441,09:00:00,19:00:00,+56026313281,-33.0183395945727,-71.5466899723292,domingo,6,80,28,No,,,Valparaíso
01-05-22,88,Ahumada,Viña Del Mar,Plan De Viña,15 Norte N° 961 L- 115-118,09:00:00,19:00:00,+56026313371,-33.0076875960076,-71.5459662600821,domingo,6,80,28,No,,,Valparaíso
01-05-22,89,Ahumada,Viña Del Mar,Plan De Viña,15 Norte N° 961 L - 248,10:00:00,19:00:00,+56026313403,-33.0077437841787,-71.545422102375,domingo,6,80,28,No,,,Valparaíso
01-05-22,91,Ahumada,Viña Del Mar,Reñaca,Av. Edmundo Eluchans N° 1850 L-1,09:00:00,19:30:00,+56026313809,-32.9579725184071,-71.544036119172,domingo,6,80,36,No,,,Valparaíso
01-05-22,94,Cruz Verde,Viña Del Mar,Viña Del Mar Urgencia,Av. Valparaiso N° 404,00:00:00,00:00:00,+56322714044,-33.024369299178,-71.5569460874684,domingo,6,80,41,No,,,Valparaíso
01-05-22,95,Cruz Verde,Viña Del Mar,Plan De Viña,Av.Libertad N° 1348 L-22,10:30:00,21:30:00,+56322382207,-33.0084699139327,-71.5482788748867,domingo,6,80,28,No,,,Valparaíso
01-05-22,97,Cruz Verde,Viña Del Mar,Plan De Viña,Av.Libertad  N° 825,08:30:00,18:30:00,+56322976948,-33.0139055209759,-71.5501155466152,domingo,6,80,28,No,,,Valparaíso
01-05-22,98,Cruz Verde,Viña Del Mar,Plan De Viña,Quillota N° 493,08:30:00,18:30:00,+56322680656,-33.0181329872639,-71.5466519206006,domingo,6,80,28,No,,,Valparaíso
01-05-22,99,Cruz Verde,Viña Del Mar,Plan De Viña,Av.Valparaiso N° 598,08:30:00,18:30:00,+56322698083,-33.0248238853323,-71.5541228020944,domingo,6,80,28,No,,,Valparaíso
01-05-22,100,Cruz Verde,Viña Del Mar,Recreo,J.M.Carrera  N° 201,08:30:00,18:30:00,+56322620782,-33.0275549545313,-71.5734684105632,domingo,6,80,35,No,,,Valparaíso
01-05-22,102,Cruz Verde,Viña Del Mar,Reñaca,Angamos  N° 242 L- 1,10:00:00,18:30:00,+56322836951,-32.9717818854296,-71.5420360444942,domingo,6,80,36,No,,,Valparaíso
01-05-22,103,Cruz Verde,Viña Del Mar,Plan De Viña,Alvares N° 314,08:30:00,18:30:00,+56322623883,-33.0257966641689,-71.5585714561149,domingo,6,80,28,No,,,Valparaíso
01-05-22,104,Cruz Verde,Viña Del Mar,Plan De Viña,Avda. 1 Norte Nº 2901 L- 4054,09:30:00,18:00:00,+56322674406,-33.0358323438944,-71.5236105946685,domingo,6,80,28,No,,,Valparaíso
01-05-22,120,Salcobrand,Viña Del Mar,Plan De Viña,Libertad N° 1348 L-39 Mall Marina,11:00:00,21:00:00,+56322688074,-33.0087217966138,-71.5483075259855,domingo,6,80,28,No,,,Valparaíso
01-05-22,124,Salcobrand,Viña Del Mar,Plan De Viña,Avda. Libertad N° 1217-1223,11:00:00,19:30:00,+56322696214,-33.0098795135676,-71.5490150470122,domingo,6,80,28,No,,,Valparaíso
01-05-22,125,Salcobrand,Viña Del Mar,Plan De Viña,Av. Valparaiso N° 616,09:30:00,18:30:00,+56322465193,-33.0248792377136,-71.5536213359781,domingo,6,80,28,No,,,Valparaíso
01-05-22,126,Salcobrand,Viña Del Mar,Reñaca,Avda.Borgoño N° 14410,10:00:00,19:00:00,+56322833912,-32.9726899757208,-71.5439340847724,domingo,6,80,36,No,,,Valparaíso
01-05-22,128,Salcobrand,Viña Del Mar,Plan De Viña,Av. Libertad N° 800 - 828,11:00:00,18:00:00,+56322691341,-33.0141538103662,-71.5494377574511,domingo,6,80,28,No,,,Valparaíso
01-05-22,129,Salcobrand,Viña Del Mar,Plan De Viña,Jorge Montt N° 2300 Las Salinas,10:00:00,18:30:00,+56322691142,-32.9995668458723,-71.5480120435948,domingo,6,80,28,No,,,Valparaíso
01-05-22,137,Dr. Simi,Viña Del Mar,Plan De Viña,Av. Valparaíso 683,10:00:00,18:00:00,+56322979177,-33.0248218200772,-71.5529025464465,domingo,6,80,28,No,,,Valparaíso
01-05-22,140,Ahumada,Viña Del Mar,Plan De Viña,Av. Valparaiso N°1070 L 2116,09:00:00,19:00:00,+56026313696,-33.0260329858954,-71.547467928192,domingo,6,80,28,No,,,Valparaíso
01-05-22,141,Cruz Verde,Viña Del Mar,Plan De Viña,Av. Valparaiso 1070 L 3008,08:30:00,18:30:00,+56322713659,-33.025889459082,-71.5474316858611,domingo,6,80,28,No,,,Valparaíso
01-05-22,154,Cruz Verde,Valparaiso,Plan Valparaiso,Av. Pedro Montt N° 2705,09:00:00,18:30:00,+56322214500,-33.0472612758337,-71.6079371834462,domingo,6,78,2,No,,,Valparaíso
01-05-22,156,Cruz Verde,Valparaiso,Plan Valparaiso,Av. Argentina N° 51 Local N° 2003,09:00:00,18:00:00,+56322593663,-33.0440619428576,-71.6048452560041,domingo,6,78,2,No,,,Valparaíso
01-05-22,158,Cruz Verde,Valparaiso,Placilla,Obispo Valdez Subercaseaux  N° 1170 Local 6 Y 7 Placilla,09:00:00,19:00:00,+56392292916,-33.1187010681137,-71.5713998255228,domingo,6,78,27,No,,,Valparaíso
01-05-22,159,Cruz Verde,Valparaiso,Placilla,Av. Cardenal Samore Nº2335 Local 1862 Placilla,10:30:00,20:30:00,+56322294849,-33.1308194738605,-71.5652699333018,domingo,6,78,27,No,,,Valparaíso
01-05-22,179,Salcobrand,Valparaiso,Plan Valparaiso,Av. Pedro Montt Nº  1898,10:00:00,19:00:00,+5632224223300 ANEXO 5376,-33.0469954632607,-71.6171792932502,domingo,6,78,2,No,,,Valparaíso
01-05-22,180,Salcobrand ,Valparaiso,Plan Valparaiso,Av. Argentina N° 51 Local N° 2027,09:00:00,18:00:00,+5632224223300 anexo 5422,-33.0443615400056,-71.6047470240116,domingo,6,78,2,No,,,Valparaíso
01-05-22,186,Cruz Verde,Valparaiso,Valparaiso Urgencia,Av. Pedro Montt 1902,00:00:00,00:00:00,+56322745048,-33.0470628068749,-71.6169778733873,domingo,6,78,1,No,,,Valparaíso
01-05-22,192,Economica,Casablanca,Casablanca,Chacabuco Nº 208,10:00:00,20:00:00,+56322743046,-33.3200990278442,-71.406862450338,domingo,6,344,49,No,,,Valparaíso
01-05-22,196,Cruz Verde,Algarrobo,Algarrobo,Av. Ignacio Carrera Pinto Esquina Dr. Guillermo Mücke,09:00:00,18:00:00,+56352481876,-33.3690854924785,-71.6691682588718,domingo,6,45,3,No,,,Valparaíso
01-05-22,198,Galvez,Algarrobo,Algarrobo,Luz Divina  Sitio Nº 5,10:00:00,14:00:00,+5635sin teléfono,-33.3718929144967,-71.6673306139507,domingo,6,45,3,No,,,Valparaíso
01-05-22,199,Cruz Verde,El Quisco,El Quisco,J.N. Aguirre Nº 017,09:00:00,18:30:00,+56352471987,-33.3972727161571,-71.6944403358581,domingo,6,51,9,No,,,Valparaíso
01-05-22,200,El Quisco,El Quisco,El Quisco,Av. Isidoro Dubornais Nº 177,10:00:00,21:00:00,+56352471182,-33.3967877278712,-71.6947693097814,domingo,6,51,9,No,,,Valparaíso
01-05-22,204,Farmasol,El Tabo,El Tabo,Arturo Prat Nº441,11:30:00,20:00:00,+56352469865,-33.4559147122322,-71.6642768716966,domingo,6,52,50,No,,,Valparaíso
01-05-22,205,Las Cruces,El Tabo,El Tabo,Errazuriz Nº 182 Las Cruces,10:30:00,20:30:00,+56352431224,-33.499676,-71.61606,domingo,6,52,50,No,,,Valparaíso
01-05-22,207,Cruz Verde,Cartagena,Cartagena,Av. Cartagena N°313,09:00:00,18:30:00,+56352451143,-33.5465928963621,-71.6025624301641,domingo,6,48,5,No,,,Valparaíso
01-05-22,208,San Sebastian,Cartagena,Cartagena,Casanova Nº 328,10:30:00,19:30:00,+56352451357,-33.547220627122,-71.6031519364708,domingo,6,48,5,No,,,Valparaíso
01-05-22,211,Cruz Verde,San Antonio,San Antonio,Av. Centenario Nº 120,09:00:00,19:30:00,+56352216549,-33.5804065819916,-71.6113547173853,domingo,6,73,19,No,,,Valparaíso
01-05-22,213,Cruz Verde,San Antonio,San Antonio,Av. Providencia  N° 196,09:00:00,18:30:00,+56352280380,-33.6119610329653,-71.6105500711006,domingo,6,73,19,No,,,Valparaíso
01-05-22,218,Salcobrand,San Antonio,San Antonio,Av. Centenario Nº 102,10:00:00,19:00:00,+5635224223300 anexo 5356,-33.5805083390525,-71.6116593880986,domingo,6,73,19,No,,,Valparaíso
01-05-22,219,Salcobrand,San Antonio,San Antonio,Av: Providencia  Nº 102,10:00:00,16:00:00,+5635224223300 anexo 5386,-33.611391350083,-71.6106298652622,domingo,6,73,19,No,,,Valparaíso
01-05-22,224,Salcobrand,San Antonio,San Antonio,Paseo Bellamar N° 22 Local 14,10:00:00,18:00:00,+5635224223300 anexo 5372,-33.5822971432269,-71.613619915542,domingo,6,73,19,No,,,Valparaíso
01-05-22,225,Cruz Verde,San Antonio,San Antonio,Av. Ramon Barros Luco N° 105 Loc. 10,10:00:00,21:00:00,+56352235038,-33.5814219335654,-71.6140782387673,domingo,6,73,19,No,,,Valparaíso
01-05-22,227,Cruz Verde,Santo Domingo,Santo Domingo,Av. El Golf Nº05,09:00:00,18:30:00,+56352442803,-33.6403611606981,-71.6267027978355,domingo,6,77,39,No,,,Valparaíso
01-05-22,228,Cruz Verde,Isla De Pascua,Isla De Pascua,Atamu Tekena S/N,09:00:00,16:00:00,+56322551541,,,domingo,6,54,11,No,,,Valparaíso
01-05-22,248,Cruz Verde,Cabildo,Cabildo,Av. Humeres N° 552,10:30:00,21:00:00,+56332763352,-32.4266348108772,-71.0676507790677,domingo,6,46,4,No,,,Valparaíso
01-05-22,250,Cruz Verde,La Ligua,La Ligua,Pedro Polanco N° 263,10:00:00,22:00:00,+56332714811,-32.4487343174696,-71.231162111896,domingo,6,58,14,No,,,Valparaíso
01-05-22,255,Portales,La Ligua,La Ligua,Portales N° 706,10:00:00,22:00:00,+56716843,-32.4498941930026,-71.2333923268525,domingo,6,58,14,No,,,Valparaíso
01-05-22,257,Ahumada,Los Andes,Los Andes,"Av. Santa Teresa N° 683, L-18",10:00:00,19:00:00,+5633226313386,-32.8354388234547,-70.6043452642452,domingo,6,61,20,No,,,Valparaíso
01-05-22,258,Cruz Verde,Los Andes,Los Andes,"Av. Argentina N° 805, L-1020",10:00:00,20:45:00,+5634800802800,-32.8271626821526,-70.6026688445253,domingo,6,61,20,No,,,Valparaíso
01-05-22,259,Cruz Verde,Los Andes,Los Andes,Maipu N° 302,10:00:00,22:00:00,+56342402955,-32.833526665096,-70.5973027730903,domingo,6,61,20,No,,,Valparaíso
01-05-22,264,Salcobrand,Los Andes,Los Andes,Esmeralda N° 299,10:00:00,20:00:00,+560224223300 anexo 5305,-32.8333471410356,-70.5972354596901,domingo,6,61,20,No,,,Valparaíso
01-05-22,266,Salcobrand,Los Andes,Los Andes,"Av. Santa Teresa N° 683, L-104-106",10:00:00,21:00:00,+560224223300 anexo 5251,-32.835555086719,-70.6044221388779,domingo,6,61,20,No,,,Valparaíso
01-05-22,269,Ahumada,Los Andes,Los Andes,Esmeralda N° 315,09:00:00,19:00:00,+56026313652,-32.8332614878186,-70.5975864663555,domingo,6,61,20,No,,,Valparaíso
01-05-22,270,Cruz Verde,Los Andes,Los Andes,Maipu N°320,10:00:00,21:00:00,+56342345168,-32.8336432057362,-70.5973582756691,domingo,6,61,20,No,,,Valparaíso
01-05-22,272,San Jose Papudo,Papudo,Papudo,Chorrillos N°93,10:00:00,20:00:00,+5633+56999987723,-32.5072043868488,-71.4471110053879,domingo,6,65,25,No,,,Valparaíso
01-05-22,276,Ahumada,San Felipe,San Felipe,Prat N° 798,09:00:00,20:00:00,+560226313149,-32.7499489167651,-70.7256027010433,domingo,6,75,37,No,,,Valparaíso
01-05-22,277,Cruz Verde,San Felipe,San Felipe,Merced N° 176,10:00:00,21:00:00,+56342514734,-32.7513976026944,-70.7251930500761,domingo,6,75,37,No,,,Valparaíso
01-05-22,282,Salcobrand,San Felipe,San Felipe,Coimas N° 210,10:00:00,21:00:00,+56518407,-32.7507965157179,-70.7243062824228,domingo,6,75,37,Si,09:00:00,08:59:00,Valparaíso
01-05-22,283,Cruz Verde,San Felipe,San Felipe,"O'Higgins N° 1150, L-1030",10:00:00,22:00:00,+56532399,-32.756866791555,-70.7229610019134,domingo,6,75,37,No,,,Valparaíso
01-05-22,285,Salcobrand,San Felipe,San Felipe,Prat N° 213 - 215,11:00:00,18:00:00,+5634950021150,-32.7498709049586,-70.7260281077299,domingo,6,75,37,No,,,Valparaíso
01-05-22,288,Cruz Verde,Zapallar,Zapallar,Av. Cachagua N° 34,09:00:00,21:00:00,+560,-32.5778496,-71.45114660000002,domingo,6,81,42,No,,,Valparaíso
01-05-22,302,Cruz Verde,Viña Del Mar,Gomez Carreño - Reñaca Alto,Av. Alessandri 4085 Local 1120,08:30:00,18:00:00,+56322230180,-32.9975089111507,-71.5129951580062,domingo,6,80,10,No,,,Valparaíso
01-05-22,305,Cruz Verde,Puchuncavi,Puchuncavi,Carretera F 30 - E   Km 45 Loc 1 Maitencillo,08:30:00,18:30:00,+56342771581,-32.6460432480962,-71.4250085014157,domingo,6,67,30,No,,,Valparaíso
01-05-22,308,Cruz Verde,Concon,Concon,"Los Ginkos 5 Local 11,12,13",08:30:00,18:00:00,+56322857355,-32.944359336889,-71.5456991425245,domingo,6,50,8,No,,,Valparaíso
01-05-22,309,Cruz Verde,Concon,Concon,Av. Con Con Reñaca 3850 Local 1013,08:30:00,18:00:00,+56322858104,-32.9401567741936,-71.5461774672367,domingo,6,50,8,No,,,Valparaíso
01-05-22,310,Cruz Verde,Concon,Concon,Magallanes 866,08:30:00,19:30:00,+56322813636,-32.929978604972,-71.5189630170604,domingo,6,50,8,Si,09:00:00,08:59:00,Valparaíso
01-05-22,311,Ahumada,Concon,Concon,Manantiales 945 Local 104,09:00:00,19:30:00,+560226313224,-32.9308345041347,-71.5189979816134,domingo,6,50,8,No,,,Valparaíso
01-05-22,312,Salcobrand,Concon,Concon,Av. Con Con Reñaca  3850 Local 1004,10:00:00,18:30:00,+56322857737,-32.9404983406804,-71.5462300353624,domingo,6,50,8,No,,,Valparaíso
01-05-22,314,Farmacia Ahumada,Iquique,Iquique,Héroes De La Concepción 2653  Supermercado Lider,09:00:00,19:00:00,+5602232740357,-20.23573422028,-70.14335989,domingo,2,9,65,No,,,Tarapacá
01-05-22,320,Ahumada,Quilpue,Quilpue,Av. Ramón Freire 1351,08:30:00,19:00:00,+56964852626,-33.0456396394099,-71.4177377167955,domingo,6,70,33,No,,,Valparaíso
01-05-22,321,Farmacia Cruz Del Sur,Alto Hospicio,Alto Hospicio,Avenida Los Cóndores 3824,10:00:00,20:00:00,+56572323097,-20.27439531605,-70.096399784,domingo,2,5,61,No,,,Tarapacá
01-05-22,322,Farmacia Cruz Verde,Iquique,Iquique,Héroes De La Concepción 2555 L158-160A,08:30:00,19:30:00,+56572439694,-20.232718,-70.142465,domingo,2,9,65,No,,,Tarapacá
01-05-22,323,Farmacia Cruz Verde,Iquique,Iquique,Heroes De La Concepcion 2855,09:00:00,20:30:00,+56572248719,-20.23888504,-70.144819021,domingo,2,9,65,No,,,Tarapacá
01-05-22,334,Montemar,Concon,Concon,Borgoño 25180,11:00:00,14:00:00,+56322813051,-32.9202235851259,-71.5099412409831,domingo,6,50,8,No,,,Valparaíso
01-05-22,338,Farmacia Cruz Verde,Iquique,Iquique,Vivar 706-710,09:30:00,22:30:00,+56572422908,-20.2147384,-70.1485386,domingo,2,9,65,No,,,Tarapacá
01-05-22,341,Farmacia Cruz Verde,Iquique,Iquique,Vivar 854,10:00:00,18:00:00,+56572318321,-20.2161886,-70.14863579,domingo,2,9,65,No,,,Tarapacá
01-05-22,342,Farmacia Cruz Verde,Iquique,Iquique,Av. Franciso Bilbao 3545 Local 14,09:00:00,18:00:00,+56572329247,-20.257849,-70.132513046,domingo,2,9,65,No,,,Tarapacá
01-05-22,343,Farmacia Cruz Verde,Iquique,Iquique,Manuel Rodriguez 964 Local 8,10:00:00,17:00:00,+56572790185,-20.223261171,-70.14669656,domingo,2,9,65,No,,,Tarapacá
01-05-22,344,Farmacia Cruz Verde,Iquique,Iquique,Genaro Gallo 2955 Local 7,11:30:00,23:00:00,+56572248817,-20.242911558,-70.14214754,domingo,2,9,65,No,,,Tarapacá
01-05-22,348,Cruz Verde,Quilpue,Quilpue,Diego Portales 822,11:00:00,21:00:00,+56322543555,-33.046703125145,-71.4413640021234,domingo,6,70,33,No,,,Valparaíso
01-05-22,351,Farmacia Familiar ,Limache,Limache,Republica 221,09:00:00,09:00:00,+56332417707,-33.0022386353404,-71.2660261659213,domingo,6,59,17,No,,,Valparaíso
01-05-22,355,Posta De Salud Rural Romeral,Hijuelas,Hijuelas,"Los Pinos S/N, Sector Romeral",00:00:00,00:00:00,+56332272505,,,domingo,6,53,51,No,,,Valparaíso
01-05-22,490,Nueva Salud,Quintero,Quintero,Av. Normandie 2680 L-1,10:00:00,20:00:00,+56322935087,-32.7924497555717,-71.5266699049151,domingo,6,71,34,No,,,Valparaíso
01-05-22,498,Cruz Verde ,Casablanca,Casablanca,Av. Diego Portales 551 Local 9,09:00:00,18:30:00,+5632226944000 anexo 50944,-33.3226632078393,-71.4052897062759,domingo,6,344,49,No,,,Valparaíso
01-05-22,508,La Salud,Valparaiso,Playa Ancha,Avenida Luis Guevara Ortuzar Nº 2002 Local Nº 6,09:00:00,21:00:00,+56323614582,-33.0439218191614,-71.6466034446998,domingo,6,78,29,No,,,Valparaíso
01-05-22,535,Cruz Verde,Quillota,El Sendero,"Av. Valparaiso 2150, Local 10",10:00:00,18:30:00,+560222301893,-32.8966207488174,-71.2657687797009,domingo,6,69,405,No,,,Valparaíso
01-05-22,753,Ahumada,Buin,Buin,San Martin 174,09:00:00,22:00:00,+560226313086,-33.732,-70.735941,domingo,7,83,102,No,,,Metropolitana
01-05-22,755,Buin,Buin,Buin,Manuel Rodriguez 270,10:30:00,13:30:00,+560228213917,-33.729515,-70.739232,domingo,7,83,102,No,,,Metropolitana
01-05-22,756,Cruz Verde ,Buin,Buin,Jose Manuel Balmaceda 114,10:00:00,20:00:00,+560228221985,-33.733423,-70.737859,domingo,7,83,102,No,,,Metropolitana
01-05-22,758,El Alba,Buin,Buin,Francisco Javier Krugger 3881. L - 1,08:30:00,21:30:00,+560228221347,-33.761703,-70.735348,domingo,7,83,102,No,,,Metropolitana
01-05-22,760,Plaza Buin,Buin,Buin,Jose Manuel Balmaceda 899,00:00:00,00:00:00,+560228212910,-33.732228,-70.748244,domingo,7,83,102,No,,,Metropolitana
01-05-22,765,Salcobrand,Buin,Buin,Maipo 3147. Interior Unimarc,10:00:00,20:00:00,+560228246538,-33.730963,-70.774937,domingo,7,83,102,No,,,Metropolitana
01-05-22,766,Calera De Tango,Calera De Tango,Calera De Tango,Calera De Tango 593-B. Paradero 9. Local 3,10:00:00,15:00:00,+560228551067,-33.629789,-70.762771,domingo,7,84,103,No,,,Metropolitana
01-05-22,767,Cruz Verde,Calera De Tango,Calera De Tango,Camino Lonquen. S/N Interior Supermercado.,09:00:00,21:30:00,+560228555868,-33.573438,-70.768774,domingo,7,84,103,No,,,Metropolitana
01-05-22,771,Ahumada,Cerrillos,Cerrillos,Americo Vespucio 2500. Interior Lider,09:00:00,22:00:00,+560225397251,-33.518821,-70.707453,domingo,7,85,104,No,,,Metropolitana
01-05-22,777,La Fe,Cerrillos,Cerrillos,Pasaje Las Tinajas 7596. L-5,10:00:00,22:30:00,+560225578475,-33.504598,-70.71962,domingo,7,85,104,No,,,Metropolitana
01-05-22,778,Villa Mexico,Cerrillos,Cerrillos,5 De Abril 1094,08:30:00,21:30:00,+560225575031,-33.509773,-70.731929,domingo,7,85,104,No,,,Metropolitana
01-05-22,780,Salcobrand,Cerrillos,Cerrillos,Av. Americo Vespucio 1501. Interior Mall Plaza Oeste. Local 257 C-262,10:00:00,21:30:00,+560228984780,-33.515049,-70.717181,domingo,7,85,104,No,,,Metropolitana
01-05-22,783,Davifar,Cerro Navia,Cerro Navia,Av. Jose Joaquin Perez 6570. Interior Alvi,08:30:00,21:30:00,+560292323270,-33.429131,-70.726508,domingo,7,86,105,No,,,Metropolitana
